Size,Latency(us),Benchmark
128,0.3,latency-1-node-calico-kube
256,0.3,latency-1-node-calico-kube
512,0.41,latency-1-node-calico-kube
1024,0.5,latency-1-node-calico-kube
2048,0.6,latency-1-node-calico-kube
4096,1.1,latency-1-node-calico-kube
8192,1.23,latency-1-node-calico-kube
16384,1.61,latency-1-node-calico-kube
32768,2.41,latency-1-node-calico-kube
65536,3.86,latency-1-node-calico-kube
131072,6.81,latency-1-node-calico-kube
262144,14.44,latency-1-node-calico-kube
524288,28.12,latency-1-node-calico-kube
1048576,81.62,latency-1-node-calico-kube
2097152,247.44,latency-1-node-calico-kube
4194304,621.47,latency-1-node-calico-kube
2,0.41,latency-1-node-calico-kube
4,0.23,latency-1-node-calico-kube
8,0.22,latency-1-node-calico-kube
16,0.24,latency-1-node-calico-kube
32,0.24,latency-1-node-calico-kube
64,0.24,latency-1-node-calico-kube
128,0.31,latency-1-node-calico-kube
256,0.33,latency-1-node-calico-kube
512,0.42,latency-1-node-calico-kube
1024,0.5,latency-1-node-calico-kube
2048,0.59,latency-1-node-calico-kube
4096,1.13,latency-1-node-calico-kube
8192,1.5,latency-1-node-calico-kube
16384,2.41,latency-1-node-calico-kube
32768,3.48,latency-1-node-calico-kube
65536,5.4,latency-1-node-calico-kube
131072,9.13,latency-1-node-calico-kube
262144,14.93,latency-1-node-calico-kube
524288,28.15,latency-1-node-calico-kube
1048576,70.31,latency-1-node-calico-kube
2097152,274.7,latency-1-node-calico-kube
4194304,638.6,latency-1-node-calico-kube
2,0.25,latency-1-node-calico-kube
4,0.51,latency-1-node-calico-kube
8,0.58,latency-1-node-calico-kube
16,0.39,latency-1-node-calico-kube
32,0.24,latency-1-node-calico-kube
64,0.29,latency-1-node-calico-kube
128,0.3,latency-1-node-calico-kube
256,0.31,latency-1-node-calico-kube
512,0.48,latency-1-node-calico-kube
1024,0.6,latency-1-node-calico-kube
2048,0.58,latency-1-node-calico-kube
4096,1.11,latency-1-node-calico-kube
8192,1.28,latency-1-node-calico-kube
16384,1.79,latency-1-node-calico-kube
32768,2.69,latency-1-node-calico-kube
65536,3.94,latency-1-node-calico-kube
131072,7.82,latency-1-node-calico-kube
262144,19.83,latency-1-node-calico-kube
524288,38.8,latency-1-node-calico-kube
1048576,73.51,latency-1-node-calico-kube
2097152,233.65,latency-1-node-calico-kube
4194304,624.55,latency-1-node-calico-kube
2,0.23,latency-1-node-calico-kube
4,0.23,latency-1-node-calico-kube
8,0.25,latency-1-node-calico-kube
16,0.25,latency-1-node-calico-kube
32,0.25,latency-1-node-calico-kube
64,0.26,latency-1-node-calico-kube
128,0.31,latency-1-node-calico-kube
256,0.32,latency-1-node-calico-kube
512,0.42,latency-1-node-calico-kube
1024,0.49,latency-1-node-calico-kube
2048,0.58,latency-1-node-calico-kube
4096,1.12,latency-1-node-calico-kube
8192,1.27,latency-1-node-calico-kube
16384,1.76,latency-1-node-calico-kube
32768,2.4,latency-1-node-calico-kube
65536,3.86,latency-1-node-calico-kube
131072,7.12,latency-1-node-calico-kube
262144,14.49,latency-1-node-calico-kube
524288,30.14,latency-1-node-calico-kube
1048576,70.38,latency-1-node-calico-kube
2097152,274.63,latency-1-node-calico-kube
4194304,599.75,latency-1-node-calico-kube
2,0.23,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.25,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.26,latency-1-node-flannel-kube
64,0.45,latency-1-node-flannel-kube
128,0.3,latency-1-node-flannel-kube
256,0.47,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.7,latency-1-node-flannel-kube
2048,0.63,latency-1-node-flannel-kube
4096,1.28,latency-1-node-flannel-kube
8192,1.26,latency-1-node-flannel-kube
16384,1.71,latency-1-node-flannel-kube
32768,2.26,latency-1-node-flannel-kube
65536,3.9,latency-1-node-flannel-kube
131072,6.98,latency-1-node-flannel-kube
262144,14.12,latency-1-node-flannel-kube
524288,28.06,latency-1-node-flannel-kube
1048576,63.28,latency-1-node-flannel-kube
2097152,247.87,latency-1-node-flannel-kube
4194304,550.17,latency-1-node-flannel-kube
2,0.26,latency-1-node-flannel-kube
4,0.26,latency-1-node-flannel-kube
8,0.35,latency-1-node-flannel-kube
16,0.3,latency-1-node-flannel-kube
32,0.26,latency-1-node-flannel-kube
64,0.28,latency-1-node-flannel-kube
128,0.34,latency-1-node-flannel-kube
256,0.44,latency-1-node-flannel-kube
512,0.47,latency-1-node-flannel-kube
1024,0.53,latency-1-node-flannel-kube
2048,0.63,latency-1-node-flannel-kube
4096,1.16,latency-1-node-flannel-kube
8192,1.33,latency-1-node-flannel-kube
16384,1.64,latency-1-node-flannel-kube
32768,2.33,latency-1-node-flannel-kube
65536,3.69,latency-1-node-flannel-kube
131072,6.85,latency-1-node-flannel-kube
262144,14.41,latency-1-node-flannel-kube
524288,29.04,latency-1-node-flannel-kube
1048576,68.32,latency-1-node-flannel-kube
2097152,237.36,latency-1-node-flannel-kube
4194304,595.24,latency-1-node-flannel-kube
2,0.23,latency-1-node-flannel-kube
4,0.31,latency-1-node-flannel-kube
8,0.24,latency-1-node-flannel-kube
16,0.28,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.25,latency-1-node-flannel-kube
128,0.3,latency-1-node-flannel-kube
256,0.31,latency-1-node-flannel-kube
512,0.4,latency-1-node-flannel-kube
1024,0.5,latency-1-node-flannel-kube
2048,0.6,latency-1-node-flannel-kube
4096,1.48,latency-1-node-flannel-kube
8192,1.51,latency-1-node-flannel-kube
16384,1.71,latency-1-node-flannel-kube
32768,3.07,latency-1-node-flannel-kube
65536,4.1,latency-1-node-flannel-kube
131072,7.02,latency-1-node-flannel-kube
262144,15.26,latency-1-node-flannel-kube
524288,36.45,latency-1-node-flannel-kube
1048576,68.79,latency-1-node-flannel-kube
2097152,270.4,latency-1-node-flannel-kube
4194304,581.05,latency-1-node-flannel-kube
2,0.22,latency-1-node-flannel-kube
4,0.22,latency-1-node-flannel-kube
8,0.22,latency-1-node-flannel-kube
16,0.23,latency-1-node-flannel-kube
32,0.23,latency-1-node-flannel-kube
64,0.23,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.4,latency-1-node-flannel-kube
1024,0.52,latency-1-node-flannel-kube
2048,0.62,latency-1-node-flannel-kube
4096,1.09,latency-1-node-flannel-kube
8192,1.24,latency-1-node-flannel-kube
16384,1.64,latency-1-node-flannel-kube
32768,2.31,latency-1-node-flannel-kube
65536,3.89,latency-1-node-flannel-kube
131072,7.19,latency-1-node-flannel-kube
262144,15.82,latency-1-node-flannel-kube
524288,28.09,latency-1-node-flannel-kube
1048576,88.82,latency-1-node-flannel-kube
2097152,244.71,latency-1-node-flannel-kube
4194304,604.54,latency-1-node-flannel-kube
2,0.23,latency-1-node-flannel-kube
4,0.25,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.26,latency-1-node-flannel-kube
128,0.31,latency-1-node-flannel-kube
256,0.31,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.62,latency-1-node-flannel-kube
4096,1.1,latency-1-node-flannel-kube
8192,1.26,latency-1-node-flannel-kube
16384,1.7,latency-1-node-flannel-kube
32768,2.32,latency-1-node-flannel-kube
65536,3.96,latency-1-node-flannel-kube
131072,7.06,latency-1-node-flannel-kube
262144,14.48,latency-1-node-flannel-kube
524288,28.91,latency-1-node-flannel-kube
1048576,82.16,latency-1-node-flannel-kube
2097152,239.76,latency-1-node-flannel-kube
4194304,618.6,latency-1-node-flannel-kube
2,0.24,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.22,latency-1-node-flannel-kube
16,0.24,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.24,latency-1-node-flannel-kube
128,0.28,latency-1-node-flannel-kube
256,0.41,latency-1-node-flannel-kube
512,0.44,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.62,latency-1-node-flannel-kube
4096,1.08,latency-1-node-flannel-kube
8192,1.28,latency-1-node-flannel-kube
16384,1.68,latency-1-node-flannel-kube
32768,2.35,latency-1-node-flannel-kube
65536,3.92,latency-1-node-flannel-kube
131072,6.91,latency-1-node-flannel-kube
262144,14.07,latency-1-node-flannel-kube
524288,31.86,latency-1-node-flannel-kube
1048576,72.81,latency-1-node-flannel-kube
2097152,234.24,latency-1-node-flannel-kube
4194304,572.53,latency-1-node-flannel-kube
2,0.26,latency-1-node-flannel-kube
4,0.25,latency-1-node-flannel-kube
8,0.44,latency-1-node-flannel-kube
16,0.46,latency-1-node-flannel-kube
32,0.35,latency-1-node-flannel-kube
64,0.37,latency-1-node-flannel-kube
128,0.31,latency-1-node-flannel-kube
256,0.32,latency-1-node-flannel-kube
512,0.42,latency-1-node-flannel-kube
1024,0.5,latency-1-node-flannel-kube
2048,0.6,latency-1-node-flannel-kube
4096,1.08,latency-1-node-flannel-kube
8192,1.26,latency-1-node-flannel-kube
16384,1.69,latency-1-node-flannel-kube
32768,2.31,latency-1-node-flannel-kube
65536,4.06,latency-1-node-flannel-kube
131072,6.77,latency-1-node-flannel-kube
262144,15.28,latency-1-node-flannel-kube
524288,28.0,latency-1-node-flannel-kube
1048576,68.22,latency-1-node-flannel-kube
2097152,253.99,latency-1-node-flannel-kube
4194304,594.38,latency-1-node-flannel-kube
2,0.27,latency-1-node-flannel-kube
4,0.25,latency-1-node-flannel-kube
8,0.24,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.3,latency-1-node-flannel-kube
64,0.25,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.51,latency-1-node-flannel-kube
2048,0.59,latency-1-node-flannel-kube
4096,1.06,latency-1-node-flannel-kube
8192,1.24,latency-1-node-flannel-kube
16384,1.64,latency-1-node-flannel-kube
32768,2.38,latency-1-node-flannel-kube
65536,3.86,latency-1-node-flannel-kube
131072,7.28,latency-1-node-flannel-kube
262144,14.44,latency-1-node-flannel-kube
524288,29.06,latency-1-node-flannel-kube
1048576,68.05,latency-1-node-flannel-kube
2097152,234.6,latency-1-node-flannel-kube
4194304,567.94,latency-1-node-flannel-kube
2,0.23,latency-1-node-flannel-kube
4,0.22,latency-1-node-flannel-kube
8,0.22,latency-1-node-flannel-kube
16,0.24,latency-1-node-flannel-kube
32,0.24,latency-1-node-flannel-kube
64,0.24,latency-1-node-flannel-kube
128,0.28,latency-1-node-flannel-kube
256,0.41,latency-1-node-flannel-kube
512,0.81,latency-1-node-flannel-kube
1024,0.65,latency-1-node-flannel-kube
2048,0.64,latency-1-node-flannel-kube
4096,1.11,latency-1-node-flannel-kube
8192,1.21,latency-1-node-flannel-kube
16384,4.19,latency-1-node-flannel-kube
32768,2.5,latency-1-node-flannel-kube
65536,4.07,latency-1-node-flannel-kube
131072,6.83,latency-1-node-flannel-kube
262144,13.9,latency-1-node-flannel-kube
524288,29.91,latency-1-node-flannel-kube
1048576,59.42,latency-1-node-flannel-kube
2097152,239.14,latency-1-node-flannel-kube
4194304,564.66,latency-1-node-flannel-kube
2,0.26,latency-1-node-flannel-kube
4,0.25,latency-1-node-flannel-kube
8,0.25,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.26,latency-1-node-flannel-kube
64,0.25,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.35,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.47,latency-1-node-flannel-kube
2048,0.6,latency-1-node-flannel-kube
4096,1.12,latency-1-node-flannel-kube
8192,1.26,latency-1-node-flannel-kube
16384,1.62,latency-1-node-flannel-kube
32768,2.23,latency-1-node-flannel-kube
65536,3.68,latency-1-node-flannel-kube
131072,6.81,latency-1-node-flannel-kube
262144,14.06,latency-1-node-flannel-kube
524288,27.2,latency-1-node-flannel-kube
1048576,64.81,latency-1-node-flannel-kube
2097152,236.76,latency-1-node-flannel-kube
4194304,572.82,latency-1-node-flannel-kube
2,0.22,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.4,latency-1-node-flannel-kube
32,0.32,latency-1-node-flannel-kube
64,0.24,latency-1-node-flannel-kube
128,0.31,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.41,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.57,latency-1-node-flannel-kube
4096,1.1,latency-1-node-flannel-kube
8192,1.17,latency-1-node-flannel-kube
16384,1.68,latency-1-node-flannel-kube
32768,2.33,latency-1-node-flannel-kube
65536,3.68,latency-1-node-flannel-kube
131072,6.9,latency-1-node-flannel-kube
262144,14.04,latency-1-node-flannel-kube
524288,30.77,latency-1-node-flannel-kube
1048576,88.81,latency-1-node-flannel-kube
2097152,238.1,latency-1-node-flannel-kube
4194304,590.95,latency-1-node-flannel-kube
2,0.24,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.24,latency-1-node-flannel-kube
64,0.34,latency-1-node-flannel-kube
128,0.32,latency-1-node-flannel-kube
256,0.34,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.51,latency-1-node-flannel-kube
2048,0.58,latency-1-node-flannel-kube
4096,1.08,latency-1-node-flannel-kube
8192,1.24,latency-1-node-flannel-kube
16384,1.68,latency-1-node-flannel-kube
32768,2.3,latency-1-node-flannel-kube
65536,3.7,latency-1-node-flannel-kube
131072,7.24,latency-1-node-flannel-kube
262144,14.06,latency-1-node-flannel-kube
524288,29.97,latency-1-node-flannel-kube
1048576,68.22,latency-1-node-flannel-kube
2097152,250.85,latency-1-node-flannel-kube
4194304,568.06,latency-1-node-flannel-kube
2,0.23,latency-1-node-flannel-kube
4,0.24,latency-1-node-flannel-kube
8,0.26,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.24,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.42,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.57,latency-1-node-flannel-kube
4096,1.12,latency-1-node-flannel-kube
8192,1.25,latency-1-node-flannel-kube
16384,1.64,latency-1-node-flannel-kube
32768,2.32,latency-1-node-flannel-kube
65536,3.71,latency-1-node-flannel-kube
131072,7.24,latency-1-node-flannel-kube
262144,16.54,latency-1-node-flannel-kube
524288,40.57,latency-1-node-flannel-kube
1048576,76.65,latency-1-node-flannel-kube
2097152,218.44,latency-1-node-flannel-kube
4194304,575.58,latency-1-node-flannel-kube
2,0.23,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.26,latency-1-node-flannel-kube
64,0.28,latency-1-node-flannel-kube
128,0.32,latency-1-node-flannel-kube
256,0.31,latency-1-node-flannel-kube
512,0.41,latency-1-node-flannel-kube
1024,0.48,latency-1-node-flannel-kube
2048,0.58,latency-1-node-flannel-kube
4096,1.1,latency-1-node-flannel-kube
8192,1.23,latency-1-node-flannel-kube
16384,1.69,latency-1-node-flannel-kube
32768,2.58,latency-1-node-flannel-kube
65536,3.85,latency-1-node-flannel-kube
131072,6.87,latency-1-node-flannel-kube
262144,15.11,latency-1-node-flannel-kube
524288,28.45,latency-1-node-flannel-kube
1048576,82.24,latency-1-node-flannel-kube
2097152,275.48,latency-1-node-flannel-kube
4194304,583.17,latency-1-node-flannel-kube
2,0.22,latency-1-node-flannel-kube
4,0.22,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.25,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.27,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.42,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.59,latency-1-node-flannel-kube
4096,1.09,latency-1-node-flannel-kube
8192,1.24,latency-1-node-flannel-kube
16384,1.65,latency-1-node-flannel-kube
32768,2.4,latency-1-node-flannel-kube
65536,3.86,latency-1-node-flannel-kube
131072,6.71,latency-1-node-flannel-kube
262144,20.49,latency-1-node-flannel-kube
524288,41.47,latency-1-node-flannel-kube
1048576,66.43,latency-1-node-flannel-kube
2097152,229.37,latency-1-node-flannel-kube
4194304,594.33,latency-1-node-flannel-kube
2,0.25,latency-1-node-flannel-kube
4,0.24,latency-1-node-flannel-kube
8,0.23,latency-1-node-flannel-kube
16,0.25,latency-1-node-flannel-kube
32,0.25,latency-1-node-flannel-kube
64,0.26,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.31,latency-1-node-flannel-kube
512,0.46,latency-1-node-flannel-kube
1024,0.5,latency-1-node-flannel-kube
2048,0.59,latency-1-node-flannel-kube
4096,1.08,latency-1-node-flannel-kube
8192,1.25,latency-1-node-flannel-kube
16384,1.7,latency-1-node-flannel-kube
32768,2.5,latency-1-node-flannel-kube
65536,3.88,latency-1-node-flannel-kube
131072,7.09,latency-1-node-flannel-kube
262144,14.1,latency-1-node-flannel-kube
524288,29.64,latency-1-node-flannel-kube
1048576,80.67,latency-1-node-flannel-kube
2097152,245.88,latency-1-node-flannel-kube
4194304,589.53,latency-1-node-flannel-kube
2,0.24,latency-1-node-flannel-kube
4,0.24,latency-1-node-flannel-kube
8,0.24,latency-1-node-flannel-kube
16,0.26,latency-1-node-flannel-kube
32,0.26,latency-1-node-flannel-kube
64,0.27,latency-1-node-flannel-kube
128,0.29,latency-1-node-flannel-kube
256,0.32,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.5,latency-1-node-flannel-kube
2048,0.62,latency-1-node-flannel-kube
4096,1.32,latency-1-node-flannel-kube
8192,1.62,latency-1-node-flannel-kube
16384,2.17,latency-1-node-flannel-kube
32768,2.66,latency-1-node-flannel-kube
65536,4.77,latency-1-node-flannel-kube
131072,6.97,latency-1-node-flannel-kube
262144,14.61,latency-1-node-flannel-kube
524288,28.16,latency-1-node-flannel-kube
1048576,67.78,latency-1-node-flannel-kube
2097152,249.15,latency-1-node-flannel-kube
4194304,578.33,latency-1-node-flannel-kube
2,0.22,latency-1-node-flannel-kube
4,0.23,latency-1-node-flannel-kube
8,0.22,latency-1-node-flannel-kube
16,0.25,latency-1-node-flannel-kube
32,0.38,latency-1-node-flannel-kube
64,0.26,latency-1-node-flannel-kube
128,0.3,latency-1-node-flannel-kube
256,0.29,latency-1-node-flannel-kube
512,0.4,latency-1-node-flannel-kube
1024,0.48,latency-1-node-flannel-kube
2048,0.56,latency-1-node-flannel-kube
4096,1.27,latency-1-node-flannel-kube
8192,1.97,latency-1-node-flannel-kube
16384,1.76,latency-1-node-flannel-kube
32768,2.72,latency-1-node-flannel-kube
65536,3.85,latency-1-node-flannel-kube
131072,7.36,latency-1-node-flannel-kube
262144,15.23,latency-1-node-flannel-kube
524288,29.7,latency-1-node-flannel-kube
1048576,67.44,latency-1-node-flannel-kube
2097152,249.22,latency-1-node-flannel-kube
4194304,580.51,latency-1-node-flannel-kube
2,0.25,latency-1-node-flannel-kube
4,0.52,latency-1-node-flannel-kube
8,0.22,latency-1-node-flannel-kube
16,0.25,latency-1-node-flannel-kube
32,0.28,latency-1-node-flannel-kube
64,0.24,latency-1-node-flannel-kube
128,0.28,latency-1-node-flannel-kube
256,0.3,latency-1-node-flannel-kube
512,0.43,latency-1-node-flannel-kube
1024,0.49,latency-1-node-flannel-kube
2048,0.58,latency-1-node-flannel-kube
4096,1.09,latency-1-node-flannel-kube
8192,1.2,latency-1-node-flannel-kube
16384,1.7,latency-1-node-flannel-kube
32768,2.25,latency-1-node-flannel-kube
65536,3.61,latency-1-node-flannel-kube
131072,6.78,latency-1-node-flannel-kube
262144,13.9,latency-1-node-flannel-kube
524288,29.96,latency-1-node-flannel-kube
1048576,64.14,latency-1-node-flannel-kube
